,trip_id,index,source,destination,lat,lon,ride_speed,ride_gps_time
0,0,0,4695818008.0,4696632873.0,35.77016992255537,51.44429333824141,2.551587355481131,62.11763380695319
1,0,1,4695818008.0,4696632873.0,35.77003502942868,51.44568701201475,2.551587355481131,62.11763380695319
2,0,2,4695818008.0,4696632873.0,35.77137857092131,51.44629352349739,2.551587355481131,62.11763380695319
3,0,3,4695818008.0,4696632873.0,35.77271322975535,51.44690487618231,2.551587355481131,62.11763380695319
4,0,4,4695818008.0,4696632873.0,35.77405295892079,51.4475040880437,2.551587355481131,62.11763380695319
5,0,5,4695818008.0,4696632873.0,35.77540223726988,51.44809894095432,2.551587355481131,62.11763380695319
6,0,6,4695818008.0,4696632873.0,35.77671325452126,51.44868911109324,2.551587355481131,62.11763380695319
7,0,7,4695818008.0,4696632873.0,35.778077258434195,51.449290246276064,2.551587355481131,62.11763380695319
8,0,8,4695818008.0,4696632873.0,35.77827005391168,51.45097512416803,2.551587355481131,62.11763380695319
9,0,9,4695818008.0,4696632873.0,35.77850611912742,51.45272558489375,2.551587355481131,62.11763380695319
10,0,10,4695818008.0,4696632873.0,35.77847651719913,51.45444480444853,2.551587355481131,62.11763380695319
11,0,11,4695818008.0,4696632873.0,35.778038474025976,51.45610139097422,2.551587355481131,62.11763380695319
12,0,12,4695818008.0,4696632873.0,35.777580542463355,51.45778774577222,2.551587355481131,62.11763380695319
13,0,13,4695818008.0,4696632873.0,35.77708686373371,51.4594290444983,2.551587355481131,62.11763380695319
14,0,14,4695818008.0,4696632873.0,35.77747452831965,51.4603803604487,2.551587355481131,62.11763380695319
15,0,15,4695818008.0,4696632873.0,35.77705200428645,51.4620977536002,2.551587355481131,62.11763380695319
16,0,16,4695818008.0,4696632873.0,35.77662504198162,51.46374898917145,2.551587355481131,62.11763380695319
17,0,17,4695818008.0,4696632873.0,35.7779781929045,51.46428331713873,2.551587355481131,62.11763380695319
18,0,18,4695818008.0,4696632873.0,35.77893749774895,51.46515584549862,2.551587355481131,62.11763380695319
19,1,0,4695818005.0,4692090681.0,35.77023690145736,51.443747993493865,4.545607607044351,34.194328722304576
20,1,1,4695818005.0,4692090681.0,35.769345289567994,51.44461189584408,4.545607607044351,34.194328722304576
21,1,2,4695818005.0,4692090681.0,35.76947769236697,51.44617173577071,4.545607607044351,34.194328722304576
22,1,3,4695818005.0,4692090681.0,35.76934792671756,51.4475663183051,4.545607607044351,34.194328722304576
23,1,4,4695818005.0,4692090681.0,35.77071414289337,51.44822599898663,4.545607607044351,34.194328722304576
24,1,5,4695818005.0,4692090681.0,35.77200052805048,51.44878660163237,4.545607607044351,34.194328722304576
